ID,JD,YYYYMMDD,Time,Shock_Type,V_Multi,V_Multi_STD,V_multi_Nx,V_multi_Nx_std,V_multi_NY,V_multi_NY_std,V_multi_NZ,V_multi_NZ_std,V_multi_phi,V_multi_phi_std,V_multi_theta,V_multi_theta_std,V_Single,V_Single_STDDEV,V_Single_Error,Compress,Compress_Error,Theta_BN,Theta_BN_Error,Norm_Theta,Norm_Theta_Error,Phi,Phi_Error,Wind_X,Wind_Y,Wind_Z,Stereo_Tshift,Stereo_X,Stereo_Y,Stereo_Z,Notes
"692",2457195.169565973,"20150621",1604,1,310.497,2.54015,-0.744003,0.00694109,-0.581872,0.0200057,-0.326176,0.0323517,38.0182,1.09068,23.6414,2.10422,342.1836928707124,5.241054511226487,3.847413800041118,2.435386308891702,0.07433135071940837,88.14269409848158,7.334284663468669,-23.36879920959473,0.4015908241271973,218.6072387695312,0.5789624452590942,1296754.864603874,-241399.9657264533,-67640.12489568308,NaN,NaN,NaN,NaN,"Event automatically added to database"
"693",2457196.255746529,"20150622",1808,1,744.793,14.5393,-0.921961,0.0119174,-0.361761,0.0437383,-0.102870,0.0805498,21.4065,2.56747,47.6956,112.067,788.1791400112842,35.86705052655233,16.20741456058772,3.348232404045049,0.2160745910557656,63.82297305105482,4.951518606583912,-6.093153953552246,0.6912779211997986,188.5236816406250,0.9679960012435913,1294798.169086109,-217239.6801360065,-70374.78348586604,NaN,NaN,NaN,NaN,"Event automatically added to database"
"696",2457249.821996528,"20150815",743,1,545.765,41.6704,-0.784491,0.183593,-0.0749311,0.0115173,0.529389,0.254883,6.01778,2.51381,323.418,32.5146,477.4186855272372,20.11833697295272,11.45164551439541,2.308939264774103,0.6237539178395611,56.80329805927398,0.7848813967100792,28.35025596618652,1.093420624732971,186.5181121826172,0.7558762431144714,1430246.396819493,647971.9551231475,-19518.97441402143,NaN,NaN,NaN,NaN,"Event automatically added to database"
"698",2457316.913142362,"20151021",954,0,223.314,9.94044,-0.743722,0.0243164,-0.382264,0.00758867,-0.546708,0.0348363,27.2183,0.793113,36.3165,2.62823,372.1061777870952,1.921820958687225,6.016762272955035,0.1976111563876521,0.01803785183219136,89.99871755238401,6.725950082716706,5.449708938598633,1.366731047630310,196.5459594726562,1.299505114555359,1588136.921134673,-412764.4426891492,103653.6346853734,NaN,NaN,NaN,NaN,"Event automatically added to database"
"699",2457320.251351401,"20151024",1801,0,446.066,29.8478,-0.649871,0.0646285,0.722571,0.0743952,-0.169822,0.130517,312.042,5.62564,53.4081,106.342,496.9077774295581,9.288733997458616,12.95030774465350,2.897904454863963,0.4306934586829143,76.34004024409602,26.04725848452715,-3.523189067840576,1.247882366180420,169.4707489013672,2.336289882659912,1561908.934753404,-467465.6647249488,99144.56230990535,NaN,NaN,NaN,NaN,"Event automatically added to database"
"705",2457376.151649306,"20151219",1538,1,526.288,7.21158,-0.996704,0.00314429,-0.0463909,0.0316521,0.0178108,0.0557046,31.1063,96.2281,216.413,173.506,539.7267068563137,18.29488871274671,16.14324817759901,3.089516057699905,0.2008611352398420,61.45293308158473,5.125342258876001,-2.882007837295532,1.386110901832581,184.5125274658203,1.091485142707825,1244179.617030911,-180714.0932085012,-65255.15818642313,NaN,NaN,NaN,NaN,"Event automatically added to database"
"706",2457387.512447917,"20151231",17,1,381.435,8.52266,-0.644026,0.0335763,-0.0513413,0.0152539,-0.761820,0.0294337,4.50901,1.15863,49.7878,2.56295,290.4504156343191,6.393632411699429,3.932024625421484,2.562696346071171,0.6285206113097208,84.25771450273740,5.407413033028896,25.47819328308105,1.100369572639465,211.5877380371094,0.8187702894210815,1239617.766590203,85561.67152782997,-83542.95146402717,NaN,NaN,NaN,NaN,"Event automatically added to database"
"708",2457432.129427084,"20160213",1506,3,181.203,103.921,0.130028,0.544398,-0.0987988,0.0376216,0.755534,0.324221,144.001,82.1395,240.279,70.4021,309.1941581108104,11.26433459252624,5.604339908242348,0.6484928767788932,0.02370202445729530,74.77837875155703,3.756451994530211,13.89972591400146,1.016720890998840,186.5181121826172,0.8010328412055969,1440564.179161496,626377.6882177854,5.155617835378507,NaN,NaN,NaN,NaN,"Event automatically added to database"
"709",2457458.686961806,"20160311",429,1,336.659,4.55506,-0.922229,0.00783741,0.379649,0.0243485,0.0492577,0.0477705,337.628,1.46185,295.051,133.971,363.0954174507184,8.429186565900721,4.068016614606613,2.195240058868804,0.1471062434966513,53.07522849659645,4.168632557592201,-1.600647926330566,1.613197088241577,172.4791107177734,1.610712885856628,1633606.340878407,265383.2701094822,75308.39197355490,NaN,NaN,NaN,NaN,"Event automatically added to database"
"716",2457589.459774306,"20160719",2302,1,446.922,14.9651,-0.938105,0.0172870,-0.190730,0.00683474,0.282032,0.0608063,11.4914,0.324975,343.271,3.69243,508.1600371080262,15.68333953528354,20.54246440233065,2.648401181957689,0.2857919103462638,72.77424887817685,6.840167897385959,8.675494194030762,0.6876793503761292,183.5097503662109,0.7090743184089661,1333643.325819340,555748.3498772582,-61882.28207652888,NaN,NaN,NaN,NaN,"Event automatically added to database"
"718",2457674.385815973,"20161012",2115,1,401.916,25.0468,-0.934355,0.0329040,0.111166,0.0230987,0.325033,0.0858429,353.170,1.61945,340.806,5.31071,424.2132338536432,4.506386089495873,3.124102238695647,2.724995890110431,0.2478000609279695,20.49515554012316,7.056064948468921,18.56835365295410,1.037422180175781,178.4958190917969,1.054241418838501,1576330.740011789,-449260.7093012759,90268.89279268525,NaN,NaN,NaN,NaN,"Event automatically added to database"
"719",2457701.739947917,"20161109",545,1,386.153,44.3707,-0.919250,0.0518244,-0.127367,0.0439149,0.349407,0.109870,8.03771,3.21688,339.140,7.05199,347.2593732533460,2.874917585298025,2.403538514389893,1.815411659429397,0.04531479299980673,72.06284072790240,9.779550316542082,14.56017398834229,1.754469633102417,177.4930419921875,1.312104821205139,1361081.563204482,-626562.9312793467,35469.54653913324,NaN,NaN,NaN,NaN,"Event automatically added to database"
"721",2457759.414461806,"20170105",2156,3,476.407,17.1347,-0.849520,0.00946459,-0.498789,0.0137947,0.162846,0.0522342,30.4177,0.830245,349.163,3.47318,574.3108858562084,60.86399161707644,35.12093631962535,0.5621721713536643,0.08829013609940235,81.64026684431683,8.294225524585663,-11.92926216125488,1.715931892395020,176.4902496337891,1.253517150878906,1264608.808763949,443216.2649290079,-68843.89722560270,NaN,NaN,NaN,NaN,"Event automatically added to database"
"722",2457779.800815973,"20170126",713,1,591.727,24.5977,-0.633169,0.127374,-0.364323,0.0177724,0.658529,0.127268,30.6512,4.93942,313.913,11.1500,380.4925006856116,9.750330194221545,24.00314493886954,2.571690745856077,0.4268648546349686,25.39994472658266,5.632937745620654,-4.806959629058838,1.224861741065979,190.5292510986328,0.8046003580093384,1377528.015756414,635065.9547304051,-27649.74164542591,NaN,NaN,NaN,NaN,"Event automatically added to database"
"727",2457901.112482639,"20170527",1441,1,334.541,4.19972,-0.774134,0.0166070,0.309081,0.0194092,0.550857,0.0330343,338.254,0.910460,324.579,2.19621,394.9167475467720,9.476007370428414,27.13887728096111,3.015830540235431,0.2830426449517605,73.59745611488401,2.033040145766334,6.737364292144775,1.053500294685364,176.4902496337891,0.8084712624549866,1298711.625215128,-338352.9177003338,-31195.48002140579,NaN,NaN,NaN,NaN,"Event automatically added to database"
"728",2457936.190434028,"20170701",1634,1,454.812,15.8794,-0.843204,0.0250548,0.0956175,0.00966813,-0.526827,0.0399881,353.524,0.696245,31.9970,2.71707,401.1068441356838,37.05357558974945,13.77709428011506,1.651100030758818,0.1556513537124466,84.91365477567015,0.9344302603210042,-34.34993743896484,2.087531805038452,164.4568176269531,1.069657802581787,1308665.296759842,437433.5057173030,-67321.29677066742,NaN,NaN,NaN,NaN,"Event automatically added to database"
"729",2457943.462586806,"20170708",2306,1,341.727,9.47354,-0.878332,0.00916533,-0.418249,0.00879646,-0.228369,0.0358727,25.4639,0.561118,14.5720,2.32207,385.4732714471805,3.546715485235268,1.247211782900926,1.793565270821780,0.1146036052686874,58.57956196075649,1.431023045191516,-9.323649406433105,1.289062023162842,190.5292510986328,1.458107590675354,1328411.542661601,542818.2736653867,-59176.80428731447,NaN,NaN,NaN,NaN,"Event automatically added to database"
"732",2457952.870225695,"20170718",853,3,512.351,20.4423,-0.906332,0.0249991,-0.319085,0.0120588,0.263757,0.0800978,19.4098,0.975443,343.769,5.07527,385.6283120804837,149.2122264083254,138.7596186360183,0.5391141120940739,0.1002502366141906,80.61466301798150,8.998609636102660,10.62367725372314,1.520712375640869,183.5097503662109,1.040125012397766,1381920.904468216,626430.4459301555,-43365.37098398042,NaN,NaN,NaN,NaN,"Event automatically added to database"
"733",2457996.532447917,"20170831",46,1,328.878,9.61507,-0.755999,0.0216348,-0.413007,0.0128736,0.506550,0.0257951,28.6663,1.33859,326.168,2.08656,365.9887564039962,2.773182549795821,1.136585073749653,1.875090591760920,0.05492587904205787,61.40835908145451,0.8547689107230534,24.77111816406250,0.7416458725929260,205.5710296630859,0.5492436289787292,1660774.610071866,234187.7319163333,56624.69149429887,NaN,NaN,NaN,NaN,"Event automatically added to database"
"734",2457996.691406250,"20170831",435,1,405.811,7.49456,-0.942028,0.0147386,-0.276474,0.0231449,0.182423,0.0460097,16.3669,1.52208,349.025,2.85519,440.9662224203557,3.710280367161447,1.514712581166607,2.040776571296621,0.03651708576984439,50.73929607804814,5.008952483664436,-6.093153953552246,2.085901737213135,180.5013885498047,1.067927360534668,1661131.136087952,230826.0597070266,56898.56067621440,NaN,NaN,NaN,NaN,"Event automatically added to database"
"735",2458003.460260417,"20170906",2302,1,553.826,20.7506,-0.975645,0.0113406,-0.123431,0.0260280,0.171554,0.0514689,7.21943,1.56913,350.021,3.04001,622.2854037134556,24.43219337214301,45.53365000950446,5.200739684323111,1.502120857047018,43.58688445450207,18.70461551113185,2.882011413574219,2.107904672622681,177.4930419921875,2.139796495437622,1671689.771450720,80263.89156659355,66959.32336413876,NaN,NaN,NaN,NaN,"Event automatically added to database"
"744",2458164.829461806,"20180215",754,1,248.047,4.90457,-0.536160,0.0298598,0.203414,0.0237487,0.817956,0.0254663,339.295,1.22656,303.256,2.28053,281.3846699250172,5.050123959882259,1.365082747818436,2.115422422681738,0.1760145212585841,78.69810546859111,0.4438430696923704,49.93930816650391,0.8265746831893921,165.4596099853516,1.511758208274841,1602536.491053455,363296.0868463324,34184.08222573591,NaN,NaN,NaN,NaN,"Event automatically added to database"
"747",2458228.490538195,"20180419",2346,1,257.424,26.9460,-0.775540,0.0443255,-0.568263,0.0739893,-0.257775,0.0416806,36.1846,5.08274,18.2873,2.13462,343.1314930662112,6.614753274945529,6.257420994657091,2.633730901187576,0.2704172098928036,64.65187316881581,2.868998148711258,-7.382439136505127,0.5270830392837524,207.5765991210938,0.7580354213714600,1410825.241086958,-645284.5963068670,43821.20147585282,NaN,NaN,NaN,NaN,"Event automatically added to database"
"754",2458390.498177084,"20180928",2357,1,514.601,69.0676,-0.353509,0.0916323,0.209865,0.0486791,-0.905257,0.0272788,327.973,12.2011,68.7182,5.59907,341.7092323085149,3.131229297717920,0.08566427343568962,1.767675155144570,0.08143146881965814,60.38255625010201,0.9227557779648415,-39.14498901367188,4.018476963043213,190.5292510986328,5.179401397705078,1547450.254201842,-532587.7139296624,63994.98263699419,NaN,NaN,NaN,NaN,"Event automatically added to database"
"758",2458567.362309028,"20190324",2041,1,269.011,15.7900,-0.930268,0.0263988,-0.189360,0.00663086,0.302973,0.0788522,11.5118,0.454062,341.961,4.85921,309.6033254018297,4.013778672899469,5.209583023925888,1.803395992156825,0.03874277226585741,86.98599900187541,1.996773295228763,13.24116420745850,1.203108310699463,195.5431823730469,0.5059338212013245,1524250.588000759,-558944.0675151764,57890.02834480113,NaN,NaN,NaN,NaN,"Event automatically added to database"
"759",2458614.212031250,"20190510",1705,1,426.718,10.9058,-0.978433,0.00736258,-0.0746687,0.0276509,-0.184806,0.0460884,4.35262,1.58979,10.6916,2.68135,412.5679394988591,12.07661102434041,14.63588780535481,2.086016003836190,0.2209217572158194,46.79550731803982,12.14066234973312,-6.093153953552246,0.9903272986412048,177.4930419921875,1.020226716995239,1287148.002277954,-288769.5348641709,-12131.07393722085,NaN,NaN,NaN,NaN,"Event automatically added to database"
"760",2458630.396371529,"20190526",2130,1,335.405,3.14319,-0.786985,0.0169501,0.603927,0.0172994,-0.118964,0.0344774,322.494,1.37776,8.62306,2.59975,378.7255912461239,6.682933474107982,11.90864817538586,4.353893728953024,1.026406234844103,23.17128068054782,5.517282265735625,2.241187572479248,0.9799448251724243,166.4624023437500,1.245033502578735,1283296.591588023,79226.51866965479,-39281.69246913138,NaN,NaN,NaN,NaN,"Event automatically added to database"
"761",2458642.879496528,"20190608",906,1,312.475,6.89630,-0.859480,0.00803902,0.494131,0.0159122,0.126029,0.0304553,330.106,1.00579,351.667,1.98987,312.8135449899474,1.418255845248818,0.1762766825640585,1.820407332266345,0.03036317734067339,88.35357343390051,2.419951360846283,-13.24116420745850,0.7094451189041138,159.4429016113281,0.8187702894210815,1299714.156536804,364634.1884296689,-48402.82648473524,NaN,NaN,NaN,NaN,"Event automatically added to database"
"769",2458959.564600695,"20200420",133,1,366.886,10.1472,-0.871961,0.0484474,0.00684822,0.0316933,0.478354,0.0864562,209.541,175.849,331.250,5.69447,355.8362709885073,5.449252403766969,15.57257472631031,2.763159603661059,0.4457410388609856,64.42520756419721,3.630816368876566,9.973018646240234,0.8383616209030151,178.4958190917969,0.000000000000000,1304784.021255180,-486341.9714224098,16089.59149690624,NaN,NaN,NaN,NaN,"Event automatically added to database"
"774",2459193.567447917,"20201210",137,1,688.212,38.2042,-0.921518,0.0277508,0.139720,0.0101148,0.353929,0.0717656,351.369,0.700833,338.989,4.45754,630.7071800950893,22.28851853009073,5.869726986420251,2.156564430147442,0.1312522037490946,60.72455430489195,19.63667672062757,-4.164812564849854,1.755192637443542,172.4791107177734,1.827411890029907,1310304.910717010,589401.5542671399,-17866.13062142773,NaN,NaN,NaN,NaN,"Event automatically added to database"
"775",2459225.841059028,"20210111",811,1,252.336,41.9002,-0.928211,0.0227347,-0.155844,0.0925922,-0.298740,0.125804,10.7763,22.7582,23.4613,43.2603,350.9343512488549,2.917812557183380,1.713739126979365,2.699882758767308,0.1900440732524956,73.96212021271275,4.165763360728958,-0.9603080749511719,0.9545205235481262,193.5375976562500,0.5285099148750305,1552831.688080985,478674.0912998520,61545.76264847914,NaN,NaN,NaN,NaN,"Event automatically added to database"
"777",2459329.436336806,"20210424",2228,1,450.194,21.3424,-0.757609,0.0348554,-0.167767,0.0258442,0.628221,0.0366260,12.5629,2.35333,320.324,2.92997,517.5045315906177,5.606084056475691,3.699398513350626,1.795403393014712,0.1572730104031107,78.09893304690810,1.531468628786904,11.92926216125488,1.836490988731384,188.5236816406250,1.558385729789734,1267872.288429968,-200509.9242794722,-64638.70771051629,NaN,NaN,NaN,NaN,"Event automatically added to database"
"778",2459334.291059028,"20210429",1859,1,313.523,7.31634,-0.706043,0.0273636,0.114895,0.0171032,-0.697578,0.0254334,350.707,1.66517,44.6580,2.15270,286.4324677345786,3.963383108481028,5.170062706943757,1.588081726748115,0.1368295618677724,73.88132649011065,2.575062193660483,29.81536674499512,1.322766900062561,189.5264587402344,0.7927709221839905,1267247.230571773,-90133.54378176999,-68665.53721354858,NaN,NaN,NaN,NaN,"Event automatically added to database"
"779",2459346.747274306,"20210512",556,1,494.561,27.7539,-0.961690,0.0113697,0.0683124,0.0197051,0.260631,0.0451989,355.945,1.14227,344.839,2.67737,474.6073763873217,5.841407116719406,3.153713166874718,4.151506483808423,0.5745809193637039,48.24716526585280,2.214497463292522,12.58437824249268,0.8310298919677734,176.4902496337891,0.7951700091362000,1283170.305506340,213225.9390161641,-65110.14891754813,NaN,NaN,NaN,NaN,"Event automatically added to database"
"780",2459352.161718750,"20210517",1552,1,350.984,16.3463,-0.775381,0.0139996,-0.210314,0.00586109,0.594912,0.0200298,15.1742,0.239523,322.504,1.43057,395.0225349404703,6.316602080317417,2.622081071132920,1.862888163767760,0.1140288005121243,70.43031764323719,2.935389579936187,13.24116420745850,1.358814597129822,190.5292510986328,1.671389341354370,1288486.894566928,335930.0386506242,-57616.75470166514,NaN,NaN,NaN,NaN,"Event automatically added to database"
"781",2459360.989670139,"20210526",1145,1,361.278,9.36020,-0.940595,0.00999141,-0.260496,0.00404928,-0.213467,0.0417089,15.4820,0.323180,12.7876,2.54545,386.2947563851670,9.391596115574400,5.435992138004153,2.362375298963372,0.1219253725216977,73.72879924190481,7.479323129593137,-11.92926216125488,1.067333459854126,193.5375976562500,0.8084713220596313,1305686.429576569,493587.1032880172,-40974.27157753060,NaN,NaN,NaN,NaN,"Event automatically added to database"
"787",2459518.898107640,"20211031",933,1,358.135,6.63825,-0.708153,0.0235321,-0.531255,0.0181523,-0.460715,0.0561285,36.8769,0.337600,32.9950,4.04932,437.6598984133571,16.23395491279014,12.63772038336452,2.020916955277867,0.2409993179681791,58.65393487409531,8.503923047052522,-29.08020591735840,0.9095042347908020,203.5654602050781,1.035675883293152,1252031.593585695,6925.513372371322,-68004.74511860160,NaN,NaN,NaN,NaN,"Event automatically added to database"
"788",2459522.316059028,"20211103",1935,1,428.826,23.6009,-0.141281,0.0533882,0.267954,0.0142169,-0.951396,0.00602000,297.339,9.70372,81.5630,3.18823,407.6883130014440,9.300011390655555,5.835854343673498,5.223797416810654,1.008475971098132,72.63396629557568,7.121322370972031,39.14498901367188,1.120682835578918,204.5682525634766,0.9437463879585266,1253398.453715791,94210.85198871094,-67258.47702919616,NaN,NaN,NaN,NaN,"Event automatically added to database"
"789",2459546.412725695,"20211127",2154,1,410.165,16.6806,-0.949436,0.00312372,-0.307473,0.0113074,0.0294550,0.0550505,17.9437,0.661877,241.233,166.027,416.3258159939644,11.70468337886773,29.72549445833470,2.897446516546383,0.3527500753088352,55.91219900330513,4.850503296439219,-2.241187572479248,1.075338721275330,178.4958190917969,0.5236912369728088,1295363.845974988,557809.5248469684,-25964.83781774819,NaN,NaN,NaN,NaN,"Event automatically added to database"
"790",2459598.457274306,"20220118",2258,1,604.568,32.0308,-0.705815,0.0602786,0.122219,0.0433615,-0.691582,0.0556355,349.897,4.17976,44.4377,4.73698,476.6825460962108,27.36903764216989,38.80449498172519,1.780160682650655,0.2448389263501694,28.31531498522459,7.419341706813515,41.66732788085938,1.176794290542603,144.4011077880859,1.046817779541016,1630546.771177073,156551.4093760804,82441.93786343379,NaN,NaN,NaN,NaN,"Event automatically added to database"
"791",2459612.394288195,"20220201",2127,1,461.996,18.4244,-0.974184,0.0115456,0.130022,0.0264800,-0.176039,0.0473230,352.387,1.60921,10.2505,2.81017,487.4445027370054,14.79888678124035,31.63659173290959,2.469529192752338,0.4341787702095944,25.78606420713409,4.751377089252109,8.028449058532715,0.6465275883674622,158.4401092529297,0.000000000000000,1641886.188734270,-158305.6193434611,81847.43382765760,NaN,NaN,NaN,NaN,"Event automatically added to database"
"792",2459620.336684028,"20220209",2004,1,310.230,11.8576,-0.800375,0.0139315,0.255669,0.0188972,0.541501,0.0161031,342.277,1.43665,325.916,1.22679,454.0601653232541,19.03657484005015,10.39197920555472,1.714500864970521,0.1890107254186955,89.74530594428471,2.705887891206733,19.92453384399414,1.685135960578918,166.4624023437500,1.486256241798401,1607227.485669735,-322296.5314451281,75254.87223594874,NaN,NaN,NaN,NaN,"Event automatically added to database"
"794",2459651.920642362,"20220313",1005,1,207.941,32.4365,-0.909451,0.0184654,0.195610,0.0192192,-0.361018,0.0599665,347.883,0.917713,21.6351,3.66812,158.3169388154608,37.35979816491238,29.28753299488625,2.974653700867919,1.018947394243976,70.79322171107125,20.50917996807402,-32.05453872680664,2.312351226806641,107.2980499267578,0.7392628788948059,1381789.592149913,-647982.3067796708,8842.559826163459,0.00000,2.81764e+07,8.00922e+07,-304661.,"Event automatically added to database"
"795",2459677.666614584,"20220408",359,1,388.602,21.9431,-0.901733,0.00875632,-0.320491,0.0727645,-0.265101,0.0923364,19.4620,4.11852,16.2428,5.44927,397.0389268205245,4.378071241814491,2.210593909628730,1.615109110722757,0.1010736098588361,69.53090340816877,0.7922531490425117,-20.60695648193359,0.7452039122581482,192.5348205566406,1.304509878158569,1275418.949562281,-357878.3098757942,-53954.00846154454,NaN,NaN,NaN,NaN,"Event automatically added to database"
"802",2459811.202100695,"20220819",1651,1,645.872,45.3317,-0.776710,0.0445662,0.621041,0.0537703,0.0522231,0.0585962,321.352,4.01146,283.044,141.782,683.4263420928066,18.71055058752551,78.95221153632430,2.385847886920528,0.2447451042229541,31.29761328775431,11.57684689554676,0.3200916349887848,1.484663963317871,173.4818878173828,1.568187117576599,1576518.082050391,-525779.5306694879,59678.20864630496,0.00000,1.77855e+07,5.11730e+07,311670.,"Event automatically added to database"
"849",2459977.151892362,"20230201",1538,1,368.406,15.8779,-0.817655,0.0158156,-0.518867,0.0106162,-0.246190,0.0353124,32.4059,0.992930,16.7693,2.55902,393.1413772184504,4.126454868069967,5.509810925522609,1.933292689998640,0.08972775836840885,72.62970696955306,4.153179764384598,-2.882007837295532,0.8128069043159485,204.5682525634766,0.7951692938804626,1598133.925886810,-342195.0519848373,74235.37012713891,NaN,NaN,NaN,NaN,"Event automatically added to database"
"852",2459995.911267362,"20230220",952,1,356.733,22.9845,-0.732574,0.0286183,-0.192392,0.0103472,-0.651515,0.0304135,14.7473,1.16991,41.6510,2.43680,465.2482269076003,14.57526646137591,14.66833827480645,2.443182181175044,0.1133738359677560,86.71659547761469,6.050689898494504,-28.35025596618652,1.755356192588806,186.5181121826172,1.342502713203430,1474668.586804674,-612006.1542600442,38540.96157868917,NaN,NaN,NaN,NaN,"Event automatically added to database"
"854",2460002.284670140,"20230226",1849,1,602.232,82.6516,-0.908817,0.0198510,-0.342531,0.0508107,-0.209828,0.0986578,20.6266,2.99789,23.7225,58.8492,592.7213380180400,18.89163364750174,42.30419077297779,1.961311492288245,0.2694276823921680,50.24433877371912,3.928940749179848,-6.093153953552246,1.178094863891602,186.5181121826172,0.9834994673728943,1420949.560163697,-642534.6586575595,23198.31946342747,NaN,NaN,NaN,NaN,"Event automatically added to database"
"858",2460044.427402396,"20230409",2215,0,332.291,8.00324,-0.906149,0.00671470,-0.359331,0.0379296,-0.202896,0.0844545,21.5955,2.00452,12.5429,5.13888,378.3374551270386,120.8621444917342,168.4651716784520,1.450971159215171,0.2861265476133962,48.40489595527072,7.115150175283768,-10.62367725372314,1.221084117889404,185.5153198242188,1.086225152015686,1259745.808249172,-116403.2929586702,-67593.73116060949,NaN,NaN,NaN,NaN,"Event automatically added to database"
"859",2460053.059253473,"20230418",1325,1,469.956,35.3746,-0.881286,0.0166660,0.390482,0.0711494,0.245492,0.0725505,336.173,4.20117,344.570,4.25015,482.1543412692220,14.96229761802337,22.19893778117020,2.897634449586087,0.5274026649184510,23.00585599136714,1.592942340963784,9.323649406433105,0.7791932225227356,150.4178314208984,1.320974230766296,1270446.717910693,96747.94721458250,-68229.82620398328,NaN,NaN,NaN,NaN,"Event automatically added to database"
"860",2460058.207924931,"20230423",1659,1,533.320,80.5733,-0.704908,0.0150293,-0.308212,0.0130131,0.638228,0.0195200,23.6150,0.870857,317.845,1.46255,537.8718185863471,31.73264373581842,34.41528723931607,2.263392388171253,0.4177378137070420,73.56844330714819,4.360317721379889,39.97536087036133,1.010223746299744,192.5348205566406,1.072020649909973,1274864.201807598,223614.9392203411,-63880.05051515269,NaN,NaN,NaN,NaN,"Event automatically added to database"
"871",2460070.524184028,"20230506",34,1,370.218,32.6316,-0.931339,0.0142329,-0.0186215,0.00706172,0.361465,0.0367992,4.38940,33.8992,338.788,2.26181,406.9374705947599,6.648556808647507,11.26062857927393,2.050086238453074,0.07597903456620948,42.06506919267581,3.500684169886068,7.382439136505127,1.735535502433777,187.5208892822266,1.723676562309265,1294100.659003602,468593.7490412494,-44171.65930081654,-0.358275,8.78135e+06,2.32222e+07,7259.52,"Event automatically added to database"
"872",2460103.434704862,"20230607",2225,1,314.720,10.0648,-0.725770,0.0393093,0.229275,0.00738928,0.645689,0.0467016,342.447,0.466090,318.348,3.59480,238.5269341682478,3.761758237310828,1.687745820601582,1.866419325533007,0.2285283167580209,79.96776624164990,6.155739409101282,-42.53011703491211,0.9046091437339783,162.4512481689453,0.6342167258262634,1506089.463600038,619130.5949252704,38391.88749846071,0.152461,9.20671e+06,1.62038e+07,182517.,"Event automatically added to database"
"873",2460193.104357639,"20230905",1430,1,467.857,49.9303,-0.841063,0.0964708,0.376011,0.0156570,0.316233,0.204269,335.622,3.23974,325.238,66.5417,480.4402368279420,3.379103169262007,5.546832245605009,1.959982779329783,0.07492600771639805,73.28547816682395,1.853742899445403,9.973018646240234,0.6495463252067566,171.4763183593750,0.7839123010635376,1370463.475369475,-646427.3309075364,-4136.221139059402,-0.168853,7.47676e+06,-5.40206e+06,236295.,"Event automatically added to database"
"874",2460204.574114584,"20230917",146,1,201.540,87.1395,0.311588,0.187641,-0.0700815,0.102507,0.921968,0.0480374,180.614,39.4790,251.484,11.4680,509.5814560898316,7.056532958237166,4.336194299254247,2.081547959495639,0.1358658414905103,88.22453885297027,26.09052460318032,-3.523189067840576,2.224506378173828,175.4874725341797,2.594908475875854,1312817.883608990,-528180.6216817108,-33651.68383062238,-0.135396,6.98922e+06,-7.64953e+06,188146.,"Event automatically added to database"
"876",2460212.334184028,"20230924",2001,1,279.639,105.185,-0.0536327,0.234248,-0.437202,0.0228316,0.864629,0.0553078,85.2561,25.4300,273.660,15.5184,392.1069058697823,60.99009608411102,182.2844300987311,3.104315162521068,0.9732066781729776,31.45620481944579,2.485192616893180,-2.241187572479248,0.5231130123138428,177.4930419921875,1.319251418113708,1279484.207505714,-396983.5299554212,-50871.03810708107,-0.0990393,6.62938e+06,-9.03935e+06,150317.,"Event automatically added to database"
"877",2460216.370989584,"20230928",2054,1,539.502,55.1327,-0.851981,0.0783770,-0.346440,0.195060,-0.128927,0.305666,27.1340,42.8145,133.451,154.957,203.0346952229468,344.0612371669017,107.9106336346919,1.373471894419864,0.4528015404902815,48.75305798261878,20.81740459737463,24.06803894042969,3.423707008361816,232.6462402343750,1.552420973777771,1267855.746512980,-318998.3219693188,-57600.11041386941,-0.0871404,6.43971e+06,-9.71961e+06,129886.,"Event automatically added to database"
"878",2460220.980017362,"20231003",1131,1,313.337,25.4440,-0.718271,0.0642542,-0.569170,0.0237352,0.383825,0.0901755,38.5352,3.60739,331.745,7.64869,393.1326739773416,16.04308429718963,39.61590954454059,1.552271495748887,0.1463779205602840,58.78314797971271,8.394447128242296,2.882011413574219,0.5233749151229858,184.5125274658203,0.5013961791992188,1261982.330495825,-220782.4484850143,-63228.97387726147,-0.0467809,6.22455e+06,-1.04600e+07,105823.,"Event automatically added to database"
